anio,codigo_comuna,nombre_comuna,ingresos_totales,gastos_totales,ingresos_propios_permanentes,fondo_comun_municipal,gasto_personal,gasto_inversion
2024,12104,SAN GREGORIO,3617583000.0,3280763000.0,582772000.0,1908135000.0,1080320000.0,584987000.0
2024,12201,CABO DE HORNOS,4986144000.0,4109436000.0,405763000.0,3922984000.0,2208440000.0,185610000.0
2024,12301,PORVENIR,4979870000.0,5318374000.0,1751515000.0,2699011000.0,2560131000.0,601539000.0
2024,12302,PRIMAVERA,3109897000.0,2620037000.0,224666000.0,1964261000.0,1339335000.0,405139000.0
2024,12303,TIMAUKEL,2950948000.0,2246263000.0,123098000.0,2010074000.0,985273000.0,440881000.0
2024,12401,NATALES,17856958000.0,18138790000.0,5355782000.0,4567667000.0,5883099000.0,551270000.0
2024,12402,TORRES DEL PAINE,2897072000.0,2784881000.0,539323000.0,1915195000.0,1273424000.0,94244000.0
2024,13101,SANTIAGO,212193218000.0,222127450000.0,123162816000.0,15170449000.0,69887857000.0,5496789000.0
2024,13102,CERRILLOS,31335210000.0,36099113000.0,19206241000.0,5678383000.0,14063731000.0,843497000.0
2024,13103,CERRO NAVIA,32303324000.0,32387741000.0,3525077000.0,23246683000.0,14404983000.0,1658180000.0
2024,13104,CONCHALÍ,55773594000.0,57188478000.0,10751595000.0,15090128000.0,7847158000.0,1294532000.0
2024,13105,EL BOSQUE,39448488000.0,41702503000.0,7132758000.0,26109982000.0,14524868000.0,6204146000.0
2024,13106,ESTACIÓN CENTRAL,49265107000.0,54534656000.0,24368743000.0,13040166000.0,18478582000.0,3651481000.0
2024,13107,HUECHURABA,55783192000.0,57194925000.0,43248367000.0,4158653000.0,19714899000.0,4271622000.0
2024,13108,INDEPENDENCIA,30275554000.0,29312314000.0,13577166000.0,11479421000.0,10018544000.0,364069000.0
2024,13109,LA CISTERNA,25945461000.0,30258879000.0,11324057000.0,7356353000.0,11182653000.0,1686389000.0
2024,13110,LA FLORIDA,171494137000.0,185288636000.0,47231246000.0,39317478000.0,29856251000.0,5596004000.0
2024,13111,LA GRANJA,29846844000.0,34985423000.0,5272131000.0,19172155000.0,12363671000.0,6992376000.0
2024,13112,LA PINTANA,44902239000.0,46585777000.0,6715421000.0,32730257000.0,15020366000.0,4428951000.0
2024,13113,LA REINA,50653865000.0,55738892000.0,31019315000.0,2637978000.0,13214488000.0,1571214000.0
2024,13114,LAS CONDES,432059303000.0,408949236000.0,220242010000.0,5283672000.0,54161291000.0,8088266000.0
2024,13115,LO BARNECHEA,142853531000.0,148171663000.0,118138043000.0,2704102000.0,28050266000.0,19149751000.0
2024,13116,LO ESPEJO,25456155000.0,28845057000.0,4269491000.0,15844443000.0,10345376000.0,1096328000.0
2024,13117,LO PRADO,53689294000.0,54985034000.0,3588866000.0,17200054000.0,10376675000.0,1988219000.0
2024,13118,MACUL,57422162000.0,59021837000.0,19664379000.0,5877407000.0,13784599000.0,258521000.0
2024,13119,MAIPÚ,174556626000.0,200616361000.0,46214701000.0,69753528000.0,56825599000.0,17390110000.0
2024,13120,ÑUÑOA,84509423000.0,83510484000.0,46387912000.0,4485344000.0,17498772000.0,2533655000.0
2024,13121,PEDRO AGUIRRE CERDA,27110403000.0,29666599000.0,6659302000.0,14538464000.0,11636070000.0,1669710000.0
2024,13122,PEÑALOLÉN,130058286000.0,136392731000.0,36622463000.0,19686774000.0,24547715000.0,1015486000.0
2024,13123,PROVIDENCIA,192568040000.0,195454048000.0,100441974000.0,3509231000.0,37618589000.0,11272116000.0
2024,13124,PUDAHUEL,128650454000.0,138940640000.0,53826090000.0,21121902000.0,17775422000.0,8848962000.0
2024,13125,QUILICURA,72337996000.0,81987489000.0,50033693000.0,12685272000.0,19411074000.0,5599990000.0
2024,13126,QUINTA NORMAL,50949515000.0,47647510000.0,12800718000.0,12004149000.0,9969060000.0,2332513000.0
2024,13127,RECOLETA,45517650000.0,53683442000.0,29174871000.0,8717202000.0,14999533000.0,809837000.0
2024,13128,RENCA,82713160000.0,83178957000.0,26066880000.0,10827871000.0,15857470000.0,2577501000.0
2024,13129,SAN JOAQUÍN,51636620000.0,55027493000.0,18342646000.0,6407239000.0,13005743000.0,930024000.0
2024,13130,SAN MIGUEL,46895669000.0,48290724000.0,17321541000.0,3857878000.0,12699487000.0,1329500000.0
2024,13131,SAN RAMÓN,22708919000.0,24843274000.0,4106548000.0,13865687000.0,10199159000.0,934406000.0
2024,13132,VITACURA,141175515000.0,149389609000.0,86514257000.0,2506503000.0,25944505000.0,13570164000.0
2024,13201,PUENTE ALTO,137016072000.0,148987606000.0,30874242000.0,88491173000.0,41576032000.0,4971872000.0
2024,13202,PIRQUE,13429414000.0,13592065000.0,7273144000.0,2464226000.0,4421423000.0,723963000.0
2024,13203,SAN JOSÉ DE MAIPO,8723469000.0,9084634000.0,3929391000.0,2239085000.0,3639125000.0,46619000.0
2024,13301,COLINA,90974473000.0,91689403000.0,48819997000.0,6740648000.0,14944840000.0,1518578000.0
2024,13302,LAMPA,56981022000.0,58709797000.0,28387159000.0,6029270000.0,9782864000.0,950686000.0
2024,13303,TILTIL,10880449000.0,10755764000.0,2949424000.0,2664345000.0,3313913000.0,145838000.0
2024,13401,SAN BERNARDO,130698845000.0,139317824000.0,45042850000.0,25620483000.0,21374426000.0,2956275000.0
2024,13402,BUIN,44223676000.0,44663333000.0,13618373000.0,6200499000.0,9593571000.0,1285228000.0
2024,13403,CALERA DE TANGO,16145750000.0,16117737000.0,5512385000.0,2448997000.0,4916061000.0,285717000.0
2024,13404,PAINE,24972407000.0,29587607000.0,11063523000.0,5671058000.0,8146821000.0,696782000.0
2024,13501,MELIPILLA,64148905000.0,67259077000.0,9435514000.0,20262713000.0,15751751000.0,1124572000.0
2024,13502,ALHUÉ,29906140000.0,27364882000.0,10612560000.0,2243630000.0,3307528000.0,337760000.0
2024,13503,CURACAVÍ,12993088000.0,13767667000.0,5669196000.0,3887115000.0,4891125000.0,1633757000.0
2024,13504,MARÍA PINTO,12405659000.0,13024824000.0,2994899000.0,2602931000.0,2499950000.0,591639000.0
2024,13505,SAN PEDRO,5377495000.0,5742246000.0,1396884000.0,2847353000.0,2264554000.0,237434000.0
2024,13601,TALAGANTE,21418123000.0,20312049000.0,7350692000.0,8990586000.0,8338814000.0,754143000.0
2024,13602,EL MONTE,11405404000.0,12389888000.0,3520317000.0,5223602000.0,3038295000.0,2018159000.0
2024,13603,ISLA DE MAIPO,11168839000.0,11880540000.0,4603424000.0,4278474000.0,5576976000.0,587481000.0
2024,13604,PADRE HURTADO,21754673000.0,22447430000.0,9604438000.0,7592040000.0,6538529000.0,843699000.0
2024,13605,PEÑAFLOR,24436535000.0,25119653000.0,7820854000.0,11653399000.0,10376971000.0,1188420000.0
2024,14101,VALDIVIA,59293070000.0,63978581000.0,20507538000.0,29502679000.0,16928140000.0,4135906000.0
2024,14102,CORRAL,4263849000.0,4406686000.0,402706000.0,3009135000.0,1850325000.0,747597000.0
2024,14103,LANCO,7525303000.0,7285491000.0,1114278000.0,4589738000.0,2713278000.0,736889000.0
2024,14104,LOS LAGOS,7357740000.0,7678350000.0,1846051000.0,3825183000.0,2581571000.0,2405275000.0
2024,14105,MÁFIL,4596103000.0,4975193000.0,784754000.0,2557603000.0,1861753000.0,734502000.0
2024,14106,MARIQUINA,9698092000.0,9344861000.0,1958647000.0,5835934000.0,3194470000.0,721562000.0
2024,14107,PAILLACO,7962730000.0,8310998000.0,1929268000.0,4092729000.0,3139442000.0,970331000.0
2024,14108,PANGUIPULLI,30251749000.0,31753164000.0,5233095000.0,10280859000.0,9211103000.0,736452000.0
2024,14201,LA UNIÓN,13921707000.0,14662648000.0,4002335000.0,6919735000.0,4745555000.0,1132286000.0
2024,14202,FUTRONO,7901098000.0,8313522000.0,2307406000.0,3556190000.0,2838513000.0,790976000.0
2024,14203,LAGO RANCO,11552817000.0,12176966000.0,4004619000.0,3089395000.0,2737427000.0,1308055000.0
2024,14204,RÍO BUENO,12459275000.0,11937449000.0,3197875000.0,6448376000.0,4707970000.0,1045512000.0
2024,15101,ARICA,64527325000.0,63674290000.0,23613770000.0,31364128000.0,26662910000.0,4147265000.0
2024,15102,CAMARONES,5205643000.0,5034207000.0,1140745000.0,2342940000.0,1687815000.0,1307445000.0
2024,15201,PUTRE,4603761000.0,4238292000.0,507675000.0,3147447000.0,2194690000.0,346539000.0
2024,15202,GENERAL LAGOS,3117464000.0,3073239000.0,222842000.0,1988814000.0,888451000.0,531405000.0
2024,16101,CHILLÁN,58670368000.0,64941055000.0,24405133000.0,24077938000.0,21951764000.0,5889047000.0
2024,16102,BULNES,8209337000.0,9145316000.0,1863601000.0,5193562000.0,3140179000.0,245510000.0
2024,16103,CHILLÁN VIEJO,11828343000.0,13126147000.0,3144532000.0,5982201000.0,3725602000.0,800139000.0
2024,16104,EL CARMEN,5899094000.0,6419784000.0,991982000.0,3933752000.0,3237650000.0,658344000.0
2024,16105,PEMUCO,4971701000.0,4862891000.0,1373776000.0,2735102000.0,1796207000.0,48499000.0
2024,16106,PINTO,6174498000.0,6423416000.0,1716556000.0,3165624000.0,2166375000.0,472512000.0
2024,16107,QUILLÓN,14641740000.0,16996850000.0,1523039000.0,11803932000.0,6208105000.0,2680601000.0
2024,16108,SAN IGNACIO,6827132000.0,7985746000.0,847816000.0,5169832000.0,3708164000.0,569048000.0
2024,16109,YUNGAY,9574753000.0,10256478000.0,1739728000.0,7044681000.0,2783680000.0,671970000.0
2024,16201,QUIRIHUE,6487280000.0,6335214000.0,757046000.0,4497592000.0,2517439000.0,205003000.0
2024,16202,COBQUECURA,5447565000.0,6267219000.0,670591000.0,3884427000.0,2322103000.0,806744000.0
2024,16203,COELEMU,8399793000.0,8512273000.0,1259186000.0,5341745000.0,2662185000.0,407362000.0
2024,16204,NINHUE,5485625000.0,5483884000.0,352787000.0,3252707000.0,1724579000.0,1336120000.0
2024,16205,PORTEZUELO,4284179000.0,5607777000.0,464731000.0,3118105000.0,1793596000.0,1419512000.0
2024,16206,RÁNQUIL,5457191000.0,5598473000.0,1089082000.0,2843024000.0,1767384000.0,865461000.0
2024,16207,TREHUACO,4913241000.0,4923461000.0,404777000.0,3304749000.0,2227076000.0,831609000.0
2024,16301,SAN CARLOS,17657775000.0,20632967000.0,4143618000.0,11764819000.0,6840773000.0,862082000.0
2024,16302,COIHUECO,11669033000.0,11989242000.0,1883537000.0,8341281000.0,3033103000.0,2045281000.0
2024,16303,ÑIQUÉN,7139992000.0,6727351000.0,966062000.0,4121081000.0,2507296000.0,1020697000.0
2024,16304,SAN FABIÁN,3492178000.0,3711692000.0,658249000.0,2367668000.0,1448873000.0,153815000.0
2024,16305,SAN NICOLÁS,7864509000.0,8819625000.0,1931345000.0,3266859000.0,3152999000.0,1248832000.0
