anio,codigo_comuna,nombre_comuna,ingresos_totales,gastos_totales,ingresos_propios_permanentes,fondo_comun_municipal,gasto_personal,gasto_inversion
2024,04302,COMBARBALÁ,7219114000.0,7829815000.0,759952000.0,5447320000.0,2669455000.0,692315000.0
2024,04303,MONTE PATRIA,12133576000.0,11610594000.0,1927539000.0,8669315000.0,5931352000.0,532354000.0
2024,04304,PUNITAQUI,5979246000.0,5927998000.0,954709000.0,4375999000.0,1938403000.0,749287000.0
2024,04305,RÍO HURTADO,4428150000.0,4953984000.0,645033000.0,2812586000.0,1803839000.0,869576000.0
2024,05101,VALPARAÍSO,131235263000.0,139559056000.0,33633391000.0,38899092000.0,36132903000.0,1984062000.0
2024,05102,CASABLANCA,16947802000.0,20624754000.0,10311948000.0,3048361000.0,6066624000.0,2626476000.0
2024,05103,CONCÓN,22020149000.0,26884315000.0,14491259000.0,2688094000.0,6211499000.0,4021462000.0
2024,05104,JUAN FERNÁNDEZ,3644935000.0,3147066000.0,147969000.0,2180236000.0,1671472000.0,229527000.0
2024,05105,PUCHUNCAVÍ,16114873000.0,14942872000.0,8550433000.0,3966155000.0,4310441000.0,316147000.0
2024,05107,QUINTERO,24021422000.0,22013002000.0,4630693000.0,18054237000.0,5144246000.0,2995999000.0
2024,05109,VIÑA DEL MAR,152865339000.0,160029010000.0,103483640000.0,12721171000.0,39220456000.0,7000740000.0
2024,05201,ISLA DE PASCUA,25821530000.0,24985572000.0,202814000.0,25110818000.0,13713646000.0,2031178000.0
2024,05301,LOS ANDES,21554043000.0,22303145000.0,6943810000.0,10674678000.0,6921827000.0,458925000.0
2024,05302,CALLE LARGA,10644372000.0,12892423000.0,3371385000.0,3054556000.0,3183740000.0,1611765000.0
2024,05303,RINCONADA,15632704000.0,11908462000.0,7181684000.0,2331168000.0,3408934000.0,723745000.0
2024,05304,SAN ESTEBAN,8199524000.0,9101972000.0,2336653000.0,4380339000.0,2515777000.0,633833000.0
2024,05401,LA LIGUA,14647985000.0,14558273000.0,3852324000.0,8563273000.0,4666174000.0,1184706000.0
2024,05402,CABILDO,7819219000.0,7809293000.0,1762633000.0,4968705000.0,3114046000.0,329225000.0
2024,05403,PAPUDO,8214694000.0,8853453000.0,3904826000.0,2144298000.0,3018548000.0,512220000.0
2024,05404,PETORCA,7098878000.0,7539424000.0,1732312000.0,3300740000.0,2550851000.0,157683000.0
2024,05405,ZAPALLAR,28715032000.0,30088920000.0,20354468000.0,1949450000.0,8708976000.0,1518896000.0
2024,05501,QUILLOTA,27751593000.0,27698388000.0,9050435000.0,13116650000.0,11237847000.0,179258000.0
2024,05502,CALERA,15906216000.0,16612321000.0,4672987000.0,8652502000.0,5430242000.0,1994947000.0
2024,05503,HIJUELAS,7419933000.0,7581308000.0,2558619000.0,3639613000.0,2347960000.0,694662000.0
2024,05504,LA CRUZ,8894442000.0,8688857000.0,2735857000.0,3810496000.0,3001495000.0,488003000.0
2024,05506,NOGALES,9007251000.0,9046529000.0,2382743000.0,4560828000.0,2722550000.0,881133000.0
2024,05601,SAN ANTONIO,28878491000.0,31555551000.0,11866198000.0,12618273000.0,12482201000.0,1344555000.0
2024,05602,ALGARROBO,15757141000.0,14716416000.0,9376496000.0,2485055000.0,5759251000.0,583711000.0
2024,05603,CARTAGENA,26754378000.0,19935909000.0,2207228000.0,15158434000.0,6157104000.0,1331643000.0
2024,05604,EL QUISCO,24748147000.0,30492373000.0,3469805000.0,18987372000.0,10485334000.0,1815904000.0
2024,05605,EL TABO,21690113000.0,21434988000.0,2724821000.0,17904302000.0,10668823000.0,1029414000.0
2024,05606,SANTO DOMINGO,23200234000.0,27900167000.0,17563428000.0,2547548000.0,7115725000.0,3042277000.0
2024,05701,SAN FELIPE,23082636000.0,23012079000.0,6795136000.0,12464247000.0,7378244000.0,676995000.0
2024,05702,CATEMU,7445948000.0,7863692000.0,1881281000.0,4103768000.0,2424679000.0,631657000.0
2024,05703,LLAILLAY,9567364000.0,10038195000.0,2221509000.0,4965633000.0,3784724000.0,1519821000.0
2024,05704,PANQUEHUE,5308684000.0,5515985000.0,1456728000.0,2273275000.0,2627430000.0,594480000.0
2024,05705,PUTAENDO,6925223000.0,7503964000.0,1379015000.0,4504518000.0,2641359000.0,508347000.0
2024,05706,SANTA MARÍA,7379018000.0,8119919000.0,1825928000.0,3432868000.0,3357506000.0,703910000.0
2024,05801,QUILPUÉ,69123554000.0,67280059000.0,12449839000.0,21503178000.0,12889715000.0,2211112000.0
2024,05802,LIMACHE,16027614000.0,16704459000.0,4232929000.0,8199106000.0,4102602000.0,1953004000.0
2024,05803,OLMUÉ,8075547000.0,8646037000.0,2425150000.0,3326036000.0,2711794000.0,1487147000.0
2024,05804,VILLA ALEMANA,35208092000.0,35576153000.0,8770518000.0,20385296000.0,9350780000.0,1245319000.0
2024,06101,RANCAGUA,105257012000.0,103674284000.0,28899132000.0,26871899000.0,17269172000.0,1374449000.0
2024,06102,CODEGUA,6418882000.0,6955424000.0,1461512000.0,2980760000.0,2437492000.0,681301000.0
2024,06103,COINCO,4051523000.0,4894610000.0,769599000.0,2610967000.0,1947705000.0,486198000.0
2024,06104,COLTAUCO,9496048000.0,10178014000.0,1294862000.0,5624335000.0,2992101000.0,2044246000.0
2024,06105,DOÑIHUE,8048219000.0,8659410000.0,2035246000.0,4822617000.0,3301638000.0,912287000.0
2024,06106,GRANEROS,9570319000.0,11550305000.0,2254649000.0,5862361000.0,5344443000.0,1320982000.0
2024,06107,LAS CABRAS,10851990000.0,12445128000.0,5441723000.0,3315668000.0,4846893000.0,916864000.0
2024,06108,MACHALÍ,17688911000.0,19687622000.0,9017577000.0,4467549000.0,5403165000.0,1075418000.0
2024,06109,MALLOA,7477812000.0,7821759000.0,1406581000.0,3891495000.0,2459399000.0,1568972000.0
2024,06110,MOSTAZAL,19914570000.0,21457967000.0,15221392000.0,3392186000.0,5286012000.0,1801807000.0
2024,06111,OLIVAR,6048945000.0,6328686000.0,2095848000.0,2609013000.0,2007561000.0,627334000.0
2024,06112,PEUMO,5814987000.0,5362942000.0,1053133000.0,3325069000.0,2161686000.0,78061000.0
2024,06113,PICHIDEGUA,6885496000.0,7588047000.0,1721510000.0,4242977000.0,2370083000.0,873914000.0
2024,06114,QUINTA DE TILCOCO,5768090000.0,6451843000.0,1422715000.0,3355290000.0,2811252000.0,762524000.0
2024,06115,RENGO,17779009000.0,18497693000.0,6155098000.0,9922557000.0,7123303000.0,1164089000.0
2024,06116,REQUÍNOA,11079189000.0,11850478000.0,5868811000.0,3529339000.0,3356822000.0,829005000.0
2024,06117,SAN VICENTE,16573557000.0,16998659000.0,4449991000.0,9430389000.0,6240833000.0,1044903000.0
2024,06201,PICHILEMU,18464578000.0,22111295000.0,4139521000.0,12382766000.0,6782563000.0,3356095000.0
2024,06202,LA ESTRELLA,4911706000.0,4899190000.0,1938792000.0,1961593000.0,1944370000.0,268298000.0
2024,06203,LITUECHE,5327776000.0,6086029000.0,1755022000.0,2471235000.0,1714651000.0,869171000.0
2024,06204,MARCHIHUE,11910327000.0,14227606000.0,3667983000.0,2380522000.0,2526453000.0,1758324000.0
2024,06205,NAVIDAD,9781943000.0,10831007000.0,857395000.0,7341169000.0,4064852000.0,1038894000.0
2024,06206,PAREDONES,6154183000.0,6507424000.0,616292000.0,4018494000.0,2104605000.0,824422000.0
2024,06301,SAN FERNANDO,24461170000.0,26424663000.0,10567254000.0,9355675000.0,8620526000.0,1091931000.0
2024,06302,CHÉPICA,7124714000.0,7701887000.0,1024249000.0,4221230000.0,2078834000.0,1615454000.0
2024,06303,CHIMBARONGO,12103633000.0,13503789000.0,3078140000.0,6986295000.0,5003563000.0,1305339000.0
2024,06304,LOLOL,4339083000.0,4675663000.0,909421000.0,2555390000.0,1838170000.0,572623000.0
2024,06305,NANCAGUA,8273507000.0,9382343000.0,2120466000.0,3975080000.0,2932092000.0,1963761000.0
2024,06306,PALMILLA,5748576000.0,6007402000.0,2001231000.0,2639782000.0,2203753000.0,460049000.0
2024,06307,PERALILLO,6449983000.0,7631303000.0,1667128000.0,2800744000.0,1856081000.0,1759310000.0
2024,06308,PLACILLA,4447910000.0,5013483000.0,920333000.0,2665452000.0,1728521000.0,737920000.0
2024,06309,PUMANQUE,3854332000.0,4438043000.0,622086000.0,2183815000.0,1476691000.0,853101000.0
2024,06310,SANTA CRUZ,14965347000.0,16044027000.0,6341179000.0,5381119000.0,4267727000.0,3565254000.0
2024,07101,TALCA,61391341000.0,65775094000.0,26741864000.0,24775099000.0,21849226000.0,10264215000.0
2024,07102,CONSTITUCIÓN,21226449000.0,20219677000.0,4703763000.0,12758529000.0,6753441000.0,275535000.0
2024,07103,CUREPTO,6180840000.0,6866322000.0,879258000.0,4128698000.0,2529145000.0,807461000.0
2024,07104,EMPEDRADO,4382858000.0,4314972000.0,375912000.0,3149861000.0,1373556000.0,440265000.0
2024,07105,MAULE,17259810000.0,17284243000.0,3268397000.0,10989351000.0,4141292000.0,1542697000.0
2024,07106,PELARCO,21420612000.0,19136660000.0,7345579000.0,2645914000.0,2793131000.0,700472000.0
2024,07107,PENCAHUE,5664608000.0,6230006000.0,1433212000.0,2717973000.0,2273228000.0,748752000.0
2024,07108,RÍO CLARO,9758863000.0,9955936000.0,3584070000.0,2955504000.0,2690115000.0,317528000.0
2024,07109,SAN CLEMENTE,17368961000.0,16588035000.0,3660344000.0,10119478000.0,5286919000.0,581013000.0
2024,07110,SAN RAFAEL,5736425000.0,5751749000.0,1313650000.0,2985880000.0,1509193000.0,1299092000.0
2024,07201,CAUQUENES,20535094000.0,18642243000.0,3461761000.0,10491634000.0,5955889000.0,3034499000.0
2024,07202,CHANCO,7138030000.0,7142922000.0,696396000.0,4008236000.0,2385109000.0,1233416000.0
2024,07203,PELLUHUE,12102171000.0,12565826000.0,1056585000.0,9128963000.0,3354350000.0,1223972000.0
2024,07301,CURICÓ,44513450000.0,46272010000.0,19368212000.0,17578083000.0,14945255000.0,2603771000.0
2024,07302,HUALAÑÉ,6076327000.0,6411107000.0,1233193000.0,3024266000.0,2228697000.0,508134000.0
2024,07303,LICANTÉN,8935183000.0,10294721000.0,1125209000.0,5540826000.0,2715184000.0,2013471000.0
2024,07304,MOLINA,16952870000.0,18921464000.0,4145168000.0,10729113000.0,5124509000.0,1299989000.0
2024,07305,RAUCO,5643827000.0,5503205000.0,1199154000.0,2953455000.0,1374853000.0,488330000.0
2024,07306,ROMERAL,8276755000.0,8398783000.0,3019388000.0,2992158000.0,2346583000.0,1773825000.0
2024,07307,SAGRADA FAMILIA,10169315000.0,11810531000.0,4489891000.0,3367024000.0,4441687000.0,1556960000.0
2024,07308,TENO,9781536000.0,11185636000.0,3748220000.0,4486238000.0,3125190000.0,779275000.0
2024,07309,VICHUQUÉN,7134878000.0,7498474000.0,2825227000.0,2329506000.0,2208599000.0,422980000.0
2024,07401,LINARES,29621851000.0,29889985000.0,7861559000.0,17278839000.0,9977038000.0,1219310000.0
2024,07402,COLBÚN,20047525000.0,20159993000.0,6754026000.0,4967119000.0,2439689000.0,988625000.0
2024,07403,LONGAVÍ,13454738000.0,15607294000.0,1720544000.0,8044628000.0,3960987000.0,2641686000.0
2024,07404,PARRAL,16351078000.0,16861749000.0,3732335000.0,9683707000.0,5481872000.0,1323597000.0
2024,07405,RETIRO,7693383000.0,8248360000.0,1599709000.0,5174953000.0,2700591000.0,759161000.0
2024,07406,SAN JAVIER,18333879000.0,18656112000.0,3710527000.0,10601616000.0,5380193000.0,1668103000.0
2024,07407,VILLA ALEGRE,6935087000.0,8012404000.0,1136804000.0,4596074000.0,2881755000.0,1169833000.0
2024,07408,YERBAS BUENAS,8178227000.0,8804784000.0,1701031000.0,3856494000.0,2916842000.0,1180414000.0
2024,08101,CONCEPCIÓN,64919680000.0,71233272000.0,41740940000.0,10362570000.0,21125037000.0,2949983000.0
2024,08102,CORONEL,49228785000.0,51249158000.0,16714067000.0,17865065000.0,10647918000.0,6789015000.0
2024,08103,CHIGUAYANTE,26591201000.0,27472835000.0,8188859000.0,12823680000.0,9353983000.0,416725000.0
2024,08104,FLORIDA,6738738000.0,6331143000.0,750760000.0,4608691000.0,2114184000.0,356303000.0
2024,08105,HUALQUI,9464237000.0,9356285000.0,1333343000.0,7000597000.0,3773548000.0,216171000.0
2024,08106,LOTA,22671863000.0,24793390000.0,2435465000.0,10967460000.0,4618660000.0,9142310000.0
2024,08107,PENCO,15481817000.0,16008892000.0,4158623000.0,8694546000.0,5016509000.0,2132508000.0
2024,08108,SAN PEDRO DE LA PAZ,34958156000.0,36589403000.0,17350185000.0,10314777000.0,11373763000.0,868718000.0
2024,08109,SANTA JUANA,9083350000.0,9939715000.0,1625727000.0,5485997000.0,2930969000.0,1132850000.0
2024,08110,TALCAHUANO,47142151000.0,53191951000.0,26119904000.0,11273653000.0,14143817000.0,1377607000.0
2024,08111,TOMÉ,26754262000.0,25978794000.0,3996907000.0,17324429000.0,8603666000.0,3075499000.0
2024,08112,HUALPÉN,28073052000.0,31776044000.0,10818986000.0,11142362000.0,8899345000.0,1230753000.0
2024,08201,LEBU,10874782000.0,11944811000.0,1081332000.0,7216060000.0,4161402000.0,3011734000.0
2024,08202,ARAUCO,16683766000.0,17909575000.0,3730562000.0,9944983000.0,5993161000.0,1763839000.0
2024,08203,CAÑETE,13225051000.0,14657414000.0,1545931000.0,9567998000.0,4122517000.0,1253749000.0
2024,08204,CONTULMO,6207608000.0,6743700000.0,382166000.0,4741708000.0,2628646000.0,718904000.0
2024,08205,CURANILAHUE,18103012000.0,17568957000.0,2136173000.0,7767274000.0,4152800000.0,7706917000.0
2024,08206,LOS ÁLAMOS,12425086000.0,11806033000.0,1095892000.0,5622202000.0,4085608000.0,3795840000.0
2024,08207,TIRÚA,8898331000.0,6765321000.0,524180000.0,5121185000.0,2568514000.0,705293000.0
2024,08301,LOS ÁNGELES,60971278000.0,62950978000.0,23319793000.0,27269380000.0,16214201000.0,2368502000.0
2024,08302,ANTUCO,6288412000.0,5603591000.0,612549000.0,4653331000.0,1729587000.0,118409000.0
2024,08303,CABRERO,14519918000.0,16363156000.0,2862167000.0,10114908000.0,4643644000.0,1146884000.0
2024,08304,LAJA,10263776000.0,11830455000.0,2410550000.0,6394028000.0,3276733000.0,2036001000.0
2024,08305,MULCHÉN,10167874000.0,10825437000.0,2526858000.0,5679675000.0,3433156000.0,884190000.0
2024,08306,NACIMIENTO,10023275000.0,11011053000.0,2880602000.0,5552303000.0,3737448000.0,436802000.0
2024,08307,NEGRETE,5610180000.0,5960082000.0,941402000.0,3087759000.0,1938745000.0,928930000.0
2024,08308,QUILACO,3869328000.0,5234559000.0,715738000.0,2407510000.0,1625381000.0,1648337000.0
2024,08309,QUILLECO,4702656000.0,5484428000.0,882639000.0,3374536000.0,1930201000.0,1056513000.0
2024,08310,SAN ROSENDO,5137417000.0,4540779000.0,274307000.0,3067232000.0,1361418000.0,1383440000.0
2024,08311,SANTA BÁRBARA,5908738000.0,5976134000.0,1333815000.0,3636973000.0,2548749000.0,172073000.0
2024,08312,TUCAPEL,7233462000.0,9610150000.0,1537728000.0,4093159000.0,2652959000.0,3044124000.0
2024,08313,YUMBEL,11608591000.0,11901757000.0,1872520000.0,8354897000.0,3284921000.0,1164830000.0
2024,08314,ALTO BIOBÍO,5258137000.0,5588399000.0,671450000.0,3091016000.0,2456433000.0,1098226000.0
2024,09101,TEMUCO,96539074000.0,93849606000.0,40728594000.0,34721549000.0,25262189000.0,4087145000.0
2024,09102,CARAHUE,10754452000.0,11355352000.0,853469000.0,8805537000.0,5122619000.0,484650000.0
2024,09103,CUNCO,9538646000.0,10353449000.0,2016417000.0,5068517000.0,4393032000.0,829824000.0
2024,09104,CURARREHUE,5373758000.0,4940977000.0,363356000.0,3312039000.0,2064969000.0,1014165000.0
2024,09105,FREIRE,9565606000.0,10089758000.0,1924617000.0,6587021000.0,3898463000.0,392274000.0
2024,09106,GALVARINO,6956664000.0,8128783000.0,600698000.0,4720886000.0,2679677000.0,1874176000.0
2024,09107,GORBEA,7665111000.0,7874570000.0,1060795000.0,4997804000.0,3281149000.0,874971000.0
2024,09108,LAUTARO,15126856000.0,16650423000.0,5171342000.0,6290017000.0,5622376000.0,971231000.0
2024,09109,LONCOCHE,12133139000.0,13095164000.0,1903986000.0,6108784000.0,4189389000.0,2932354000.0
2024,09110,MELIPEUCO,6312602000.0,6546229000.0,455765000.0,4506566000.0,3612240000.0,948542000.0
2024,09111,NUEVA IMPERIAL,12668606000.0,13310642000.0,1509322000.0,9032560000.0,5793219000.0,919683000.0
2024,09112,PADRE LAS CASAS,24943949000.0,26210280000.0,4826076000.0,14931553000.0,9160728000.0,706688000.0
2024,09113,PERQUENCO,5283683000.0,5971488000.0,755343000.0,3309487000.0,2441718000.0,912755000.0
2024,09114,PITRUFQUÉN,10626697000.0,12331503000.0,1586090000.0,7446215000.0,3976310000.0,1948050000.0
2024,09115,PUCÓN,19612057000.0,21522175000.0,14113540000.0,3191317000.0,7762123000.0,3888567000.0
2024,09116,SAAVEDRA,7191784000.0,8073610000.0,452772000.0,5732608000.0,3561369000.0,1145506000.0
2024,09117,TEODORO SCHMIDT,7342592000.0,8126690000.0,554507000.0,5506499000.0,3108673000.0,1110090000.0
2024,09118,TOLTÉN,6188118000.0,5935097000.0,446405000.0,4969328000.0,2338339000.0,126404000.0
2024,09119,VILCÚN,11459923000.0,12885332000.0,2377327000.0,7222952000.0,4137121000.0,1987987000.0
2024,09120,VILLARRICA,20409039000.0,22663170000.0,9862887000.0,6555928000.0,8922878000.0,1303413000.0
2024,09121,CHOLCHOL,6435118000.0,6270388000.0,592200000.0,4479850000.0,2907367000.0,357074000.0
2024,09201,ANGOL,19052428000.0,19452930000.0,3823960000.0,12454048000.0,6762343000.0,1479203000.0
2024,09202,COLLIPULLI,9506502000.0,11360966000.0,2836299000.0,5548068000.0,4431471000.0,1682532000.0
2024,09203,CURACAUTÍN,9253964000.0,10500657000.0,1474600000.0,6800277000.0,4232026000.0,1431556000.0
2024,09204,ERCILLA,5289952000.0,5870189000.0,439285000.0,3745197000.0,2788297000.0,1199920000.0
2024,09205,LONQUIMAY,6885042000.0,7527889000.0,557544000.0,5104217000.0,3431948000.0,1712612000.0
2024,09206,LOS SAUCES,5555801000.0,5587164000.0,663893000.0,3455763000.0,2449804000.0,461146000.0
2024,09207,LUMACO,5451493000.0,6446479000.0,473032000.0,3994572000.0,2387440000.0,1765201000.0
2024,09208,PURÉN,6290781000.0,6297890000.0,571836000.0,4587069000.0,3679088000.0,501230000.0
2024,09209,RENAICO,5558020000.0,5600186000.0,1171376000.0,3382503000.0,2730292000.0,391195000.0
2024,09210,TRAIGUÉN,10987104000.0,10877360000.0,1451764000.0,6372790000.0,3065218000.0,2206358000.0
2024,09211,VICTORIA,13211846000.0,15437362000.0,2872742000.0,8202318000.0,5660988000.0,1536607000.0
2024,10101,PUERTO MONTT,81164228000.0,81350341000.0,42835968000.0,26293578000.0,22305108000.0,2196215000.0
2024,10102,CALBUCO,12064629000.0,12898616000.0,3939064000.0,6646949000.0,4272541000.0,1621517000.0
2024,10103,COCHAMÓ,3469948000.0,3687702000.0,621582000.0,2256199000.0,1327862000.0,588187000.0
2024,10104,FRESIA,5602393000.0,6125846000.0,875323000.0,3416763000.0,2630320000.0,978448000.0
2024,10105,FRUTILLAR,9382471000.0,9842341000.0,4305065000.0,2864600000.0,3884875000.0,1848383000.0
2024,10106,LOS MUERMOS,6471196000.0,6030431000.0,1398260000.0,4062926000.0,2180049000.0,672788000.0
2024,10107,LLANQUIHUE,7336371000.0,7543551000.0,2450461000.0,2968039000.0,3644975000.0,287896000.0
2024,10108,MAULLÍN,7699915000.0,7912663000.0,1361435000.0,4163951000.0,2092411000.0,1742843000.0
2024,10109,PUERTO VARAS,22626370000.0,21071128000.0,14729012000.0,3027486000.0,7648869000.0,1294245000.0
2024,10201,CASTRO,39668882000.0,40121701000.0,5900581000.0,15525199000.0,6828686000.0,1817179000.0
2024,10202,ANCUD,30426091000.0,31717358000.0,3835690000.0,9425908000.0,5464682000.0,1896497000.0
2024,10203,CHONCHI,14181064000.0,14317922000.0,2554206000.0,3792272000.0,3269915000.0,985629000.0
2024,10204,CURACO DE VÉLEZ,5697845000.0,7420802000.0,341540000.0,2826412000.0,1820745000.0,2224723000.0
2024,10205,DALCAHUE,15239646000.0,13306960000.0,1548028000.0,4383015000.0,2646158000.0,1484984000.0
2024,10206,PUQUELDÓN,6801048000.0,6426540000.0,539891000.0,2473371000.0,1907086000.0,1010556000.0
2024,10207,QUEILÉN,,,,,,
2024,10208,QUELLÓN,20688100000.0,20187715000.0,2530930000.0,5105158000.0,3664504000.0,673822000.0
2024,10209,QUEMCHI,5550879000.0,5601754000.0,1177637000.0,3506209000.0,2410738000.0,997789000.0
2024,10210,QUINCHAO,9687439000.0,9745471000.0,1020152000.0,3437772000.0,2794269000.0,1025975000.0
2024,10301,OSORNO,49007064000.0,49743041000.0,24577846000.0,15109016000.0,15626486000.0,2598229000.0
2024,10302,PUERTO OCTAY,5395068000.0,6347146000.0,1560277000.0,2309341000.0,1835065000.0,2035593000.0
2024,10303,PURRANQUE,8777252000.0,8490230000.0,2511572000.0,3860809000.0,2875762000.0,669613000.0
2024,10304,PUYEHUE,5742946000.0,6143774000.0,1840300000.0,2551695000.0,1949682000.0,669546000.0
2024,10305,RÍO NEGRO,5762102000.0,6563268000.0,1366004000.0,3260220000.0,2122352000.0,936591000.0
2024,10306,SAN JUAN DE LA COSTA,6534227000.0,6303151000.0,432192000.0,4758821000.0,2808503000.0,872274000.0
2024,10307,SAN PABLO,5359032000.0,5716755000.0,1188153000.0,2774666000.0,1792951000.0,906726000.0
2024,10401,CHAITÉN,5623874000.0,5807747000.0,1295486000.0,2909178000.0,2172010000.0,1205730000.0
2024,10402,FUTALEUFÚ,4396113000.0,4534822000.0,421202000.0,2861856000.0,1932500000.0,1156543000.0
2024,10403,HUALAIHUÉ,6037391000.0,6190284000.0,1210178000.0,3587075000.0,3135647000.0,823502000.0
2024,10404,PALENA,3229135000.0,3381299000.0,233444000.0,2304667000.0,1539650000.0,542819000.0
2024,11101,COYHAIQUE,27391046000.0,24260548000.0,8091063000.0,11806809000.0,8212292000.0,1457400000.0
2024,11102,LAGO VERDE,2881375000.0,3372229000.0,344017000.0,1972145000.0,1835970000.0,141278000.0
2024,11201,AYSÉN,13755549000.0,13612114000.0,4084764000.0,6803146000.0,6746257000.0,1263929000.0
2024,11202,CISNES,7049405000.0,8342301000.0,2698290000.0,2590532000.0,3762742000.0,2053858000.0
2024,11203,GUAITECAS,3927684000.0,3833967000.0,855553000.0,2029360000.0,2135496000.0,183794000.0
2024,11301,COCHRANE,5071659000.0,4884627000.0,428956000.0,2562361000.0,2225978000.0,741616000.0
2024,11302,O´HIGGINS,3277808000.0,3161489000.0,154154000.0,2202271000.0,1753216000.0,207954000.0
2024,11303,TORTEL,2775339000.0,2844117000.0,87384000.0,2060747000.0,1764912000.0,133067000.0
2024,11401,CHILE CHICO,5355399000.0,5535072000.0,791163000.0,4047612000.0,2396017000.0,477344000.0
2024,11402,RÍO IBÁÑEZ,7251679000.0,4778246000.0,422198000.0,2659303000.0,2432457000.0,856786000.0
2024,12101,PUNTA ARENAS,69620442000.0,71913435000.0,24758659000.0,10976302000.0,14520585000.0,1933677000.0
2024,12102,LAGUNA BLANCA,2529950000.0,1750549000.0,260967000.0,1893253000.0,1088505000.0,0.0
2024,12103,RÍO VERDE,3850564000.0,3117346000.0,1108508000.0,1894107000.0,1285096000.0,310152000.0
